Order_ID,Company_Name,Order_Date,State,City,City_Tier,Store_Type,Product_Category,Product_Name,Quantity_Sold,Unit_Price_INR,Payment_Method,GST_Rate_Pct,Discount_Applied_Pct,Delivery_Days
IND-2024-108118,Tata Consumer Products,13-07-2025,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,22,155,Cash / COD,18,10,2
IND-2024-108119,Mahindra & Mahindra,25-07-2024,Delhi NCR,New Delhi,Tier 1,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,21,140,UPI,5,20,3
IND-2024-108120,Bajaj Finserv B2B,13-03-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),9,210,Cash / COD,18,20,3
IND-2024-108121,Mahindra & Mahindra,,Tamil Nadu,Chennai,Tier 1,supermarket,Packaged Food,Maggi 2-Min Noodles 420g,9,120,Cash / COD,5,10,3
IND-2024-108122,Swiggy Instamart,22-Jul-24,Bihar,Patna,Tier 3,Kirana Store,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,19,440,Net Banking,0,0,1
IND-2024-108123,Zepto Commerce,,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,14,440,Cash / COD,0,5,1
IND-2024-108124,Godrej Consumer Products,11-09-2024,Gujarat,Ahmedabad,Tier 2,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,10,120,UPI,5,5,5
IND-2024-108125,Tata Consumer Products,12-Mar-24,Maharashtra,Mumbai,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,2,275,UPI,0,10,3
IND-2024-108126,Reliance Retail,09-10-2025,Gujarat,Ahmedabad,Tier 2,Kirana Store,Beverages,Tata Tea Gold 500g,2,₹320.00,Debit Card,5,10,2
IND-2024-108127,ITC Limited,,Telangana,Hyderabad,Tier 1,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,13,495,Debit Card,18,10,1
IND-2024-108128,Godrej Consumer Products,31-01-2025,Telangana,Hyderabad,Tier 1,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,17,495,UPI,18,10,2
IND-2024-108129,Swiggy Instamart,04-02-2025,Tamil Nadu,Chennai,Tier 1,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,12,495,Debit Card,18,25,6
IND-2024-108130,Bajaj Finserv B2B,21-12-2025,Delhi NCR,New Delhi,Tier 1,quick-commerce hub,Beverages,Nescafe Classic Instant Coffee 100g,25,290,Cash / COD,18,10,5
IND-2024-108131,ITC Limited,,Maharashtra,Mumbai,Tier 1,Supermarket,Packaged Food,Parle-G Gold Biscuits 1kg,9,140,Net Banking,5,0,2
IND-2024-108132,Zomato Enterprise,11-10-2024,Madhya Pradesh,Indore,Tier 2,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,18,290,Debit Card,18,25,7
IND-2024-108133,Mahindra & Mahindra,08-10-2025,Gujarat,Ahmedabad,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,16,495,,18,5,2
IND-2024-108134,Godrej Consumer Products,18-11-2024,Bihar,Patna,Tier 3,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),21,₹210.00,Net Banking,18,20,3
IND-2024-108135,Adani Enterprises,,Karnataka,Bengaluru,Tier 1,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,23,495,Cash / COD,18,25,2
IND-2024-108136,Bajaj Finserv B2B,,Maharashtra,Mumbai,Tier 1,supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,6,275,Cash / COD,0,20,1
IND-2024-108137,Godrej Consumer Products,08-10-2025,Rajasthan,Jaipur,Tier 2,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,8,380,,18,5,5
IND-2024-108138,Swiggy Instamart,25-10-2025,Rajasthan,Jaipur,Tier 2,quick-commerce hub,Beverages,Nescafe Classic Instant Coffee 100g,25,290,UPI,18,20,5
IND-2024-108139,Bharti Airtel,10-Feb-24,Rajasthan,Jaipur,Tier 2,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,16,₹275.00,Credit Card,0,5,2
IND-2024-108140,Tata Consumer Products,29-Sep-25,Gujarat,Ahmedabad,Tier 2,kirana store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,12,380,Cash / COD,18,10,2
IND-2024-108141,Tech Mahindra,27-04-2025,Bihar,Patna,Tier 3,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,24,275,Debit Card,0,20,2
IND-2024-108142,Titan Company,15-03-2025,Uttar Pradesh,Lucknow,Tier 2,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,25,120,Credit Card,5,5,7
IND-2024-108143,Zepto Commerce,03-03-2024,Rajasthan,Jaipur,Tier 2,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,23,155,Net Banking,18,10,6
IND-2024-108144,Tech Mahindra,21-Apr-24,Madhya Pradesh,Indore,Tier 2,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,19,380,Cash / COD,18,0,3
IND-2024-108145,Bajaj Finserv B2B,19-12-2024,Karnataka,Bengaluru,Tier 1,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,7,495,Credit Card,18,10,5
IND-2024-108146,Flipkart India,08-10-2024,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,4,290,,18,0,7
IND-2024-108147,Swiggy Instamart,26-03-2024,Madhya Pradesh,Indore,Tier 2,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),12,210,Credit Card,18,15,7
IND-2024-108148,Zepto Commerce,01-10-2024,Madhya Pradesh,Indore,Tier 2,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,11,495,UPI,18,20,7
IND-2024-108149,Tech Mahindra,18-10-2025,Delhi NCR,New Delhi,Tier 1,Hypermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,24,440,Cash / COD,0,15,7
IND-2024-108150,HCL Technologies,08-10-2024,Maharashtra,Mumbai,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,9,275,Credit Card,0,10,6
IND-2024-108151,Bajaj Finserv B2B,16-10-2024,Rajasthan,Jaipur,Tier 2,Kirana Store,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,21,440,Net Banking,0,25,1
IND-2024-108152,Adani Enterprises,01-Oct-25,Maharashtra,Mumbai,Tier 1,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,24,120,Net Banking,5,15,3
IND-2024-108153,Tata Consultancy Services,15-07-2024,Bihar,Patna,Tier 3,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,23,440,Cash / COD,0,15,6
IND-2024-108154,Zomato Enterprise,03-Jun-24,Madhya Pradesh,Indore,Tier 2,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,18,275,Cash / COD,0,0,4
IND-2024-108155,Adani Enterprises,25-11-2024,Telangana,Hyderabad,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),5,210,Net Banking,18,25,5
IND-2024-108156,Tech Mahindra,,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),18,210,Cash / COD,18,0,3
IND-2024-108157,Swiggy Instamart,,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,8,155,Credit Card,18,15,4
IND-2024-108158,Godrej Consumer Products,05-10-2025,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Household Supplies,Surf Excel Easy Wash Detergent 2kg,3,380,Credit Card,18,25,3
IND-2024-108159,Flipkart India,,Tamil Nadu,Chennai,Tier 1,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,13,120,Debit Card,5,5,7
IND-2024-108160,Adani Enterprises,15-10-2024,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Packaged Food,Maggi 2-Min Noodles 420g,5,120,Net Banking,5,10,2
IND-2024-108161,Titan Company,28-Mar-24,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,12,155,UPI,18,25,3
IND-2024-108162,Adani Enterprises,21-Apr-25,Gujarat,Ahmedabad,Tier 2,Supermarket,Packaged Food,Parle-G Gold Biscuits 1kg,5,140,Cash / COD,5,0,4
IND-2024-108163,Reliance Jio Infocomm,04-Sep-24,Madhya Pradesh,Indore,Tier 2,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,13,275,UPI,0,5,1
IND-2024-108164,Reliance Retail,,Bihar,Patna,Tier 3,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,24,155,Net Banking,18,10,5
IND-2024-108165,Avenue Supermarts (DMart),30-04-2024,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,22,₹155.00,Net Banking,18,15,999
IND-2024-108166,Mahindra & Mahindra,20-04-2025,Telangana,Hyderabad,Tier 1,Supermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),3,₹210.00,Credit Card,18,25,7
IND-2024-108167,Godrej Consumer Products,29-01-2025,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Beverages,Tata Tea Gold 500g,25,320,Cash / COD,5,25,1
IND-2024-108168,Adani Enterprises,11-Dec-25,Tamil Nadu,Chennai,Tier 1,Kirana Store,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,8,440,Debit Card,0,10,7
IND-2024-108169,HCL Technologies,05-Sep-25,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),9,₹210.00,Cash / COD,18,15,2
IND-2024-108170,Reliance Retail,,Gujarat,Ahmedabad,Tier 2,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,5,275,,0,20,4
IND-2024-108171,HCL Technologies,,Telangana,Hyderabad,Tier 1,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,7,495,Net Banking,18,15,4
IND-2024-108172,Mahindra & Mahindra,,Telangana,Hyderabad,Tier 1,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,12,140,Cash / COD,5,0,7
IND-2024-108173,Zepto Commerce,16-04-2025,Rajasthan,Jaipur,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,10,495,Cash / COD,18,20,2
IND-2024-108174,Godrej Consumer Products,27-07-2024,Bihar,Patna,Tier 3,Kirana Store,Beverages,Tata Tea Gold 500g,12,320,Cash / COD,5,0,7
IND-2024-108175,Bharti Airtel,04-Jul-25,Telangana,Hyderabad,Tier 1,Supermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),5,210,Credit Card,18,25,7
IND-2024-108176,Wipro Enterprise,05-06-2024,Delhi NCR,New Delhi,Tier 1,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,18,495,Credit Card,18,25,7
IND-2024-108177,Reliance Retail,06-11-2025,Rajasthan,Jaipur,Tier 2,Hypermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,10,440,Net Banking,0,0,6
IND-2024-108178,Adani Enterprises,17-03-2025,Rajasthan,Jaipur,Tier 2,Supermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,22,155,UPI,18,15,3
IND-2024-108179,Infosys Limited,25-01-2025,Maharashtra,Mumbai,Tier 1,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),13,210,Credit Card,18,20,7
IND-2024-108180,Bajaj Finserv B2B,20-Jun-25,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Household Supplies,Surf Excel Easy Wash Detergent 2kg,5,380,Cash / COD,18,5,5
IND-2024-108181,Reliance Jio Infocomm,01-12-2024,Bihar,Patna,Tier 3,Supermarket,Packaged Food,Parle-G Gold Biscuits 1kg,2,140,Cash / COD,5,20,3
IND-2024-108182,Reliance Jio Infocomm,03-Oct-24,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,2,155,Net Banking,18,15,4
IND-2024-108183,Reliance Retail,15-11-2025,Tamil Nadu,Chennai,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,16,140,Debit Card,5,15,1
IND-2024-108184,Zomato Enterprise,,Madhya Pradesh,Indore,Tier 2,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,22,275,Net Banking,0,20,7
IND-2024-108185,Swiggy Instamart,19-01-2024,Rajasthan,Jaipur,Tier 2,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,17,380,Credit Card,18,5,7
IND-2024-108186,Reliance Jio Infocomm,14-10-2025,Delhi NCR,New Delhi,Tier 1,Hypermarket,Beverages,Tata Tea Gold 500g,20,320,Cash / COD,5,5,1
IND-2024-108187,Reliance Retail,04-05-2024,Madhya Pradesh,Indore,Tier 2,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),12,210,Debit Card,18,5,4
IND-2024-108188,Adani Enterprises,,Bihar,Patna,Tier 3,Quick-Commerce Hub,Packaged Food,Maggi 2-Min Noodles 420g,5,120,Debit Card,5,25,6
IND-2024-108189,Avenue Supermarts (DMart),26-Dec-24,Gujarat,Ahmedabad,Tier 2,Supermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,19,440,Net Banking,0,20,4
IND-2024-108190,Godrej Consumer Products,,Madhya Pradesh,Indore,Tier 2,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,20,290,Cash / COD,18,25,2
IND-2024-108191,Infosys Limited,13-06-2024,Rajasthan,Jaipur,Tier 2,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,5,290,Net Banking,18,20,5
IND-2024-108192,Bharti Airtel,02-07-2025,Karnataka,Bengaluru,Tier 1,Kirana Store,Beverages,Tata Tea Gold 500g,1,₹320.00,Debit Card,5,15,2
IND-2024-108193,Tech Mahindra,24-02-2025,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,22,290,Credit Card,18,5,6
IND-2024-108194,ITC Limited,22-12-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Beverages,Tata Tea Gold 500g,9,320,Credit Card,5,25,6
IND-2024-108195,Bajaj Finserv B2B,15-09-2024,Bihar,Patna,Tier 3,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,1,120,Net Banking,5,5,1
IND-2024-108196,HCL Technologies,08-Dec-24,Madhya Pradesh,Indore,Tier 2,Supermarket,Packaged Food,Parle-G Gold Biscuits 1kg,12,140,Cash / COD,5,0,5
IND-2024-108197,Swiggy Instamart,13-Mar-24,Gujarat,Ahmedabad,Tier 2,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,4,155,Credit Card,18,20,4
IND-2024-108198,Infosys Limited,,Gujarat,Ahmedabad,Tier 2,Kirana Store,Dairy & Staples,Amul Pasteurized Butter 500g,11,275,UPI,0,20,2
IND-2024-108199,Godrej Consumer Products,19-Mar-24,Gujarat,Ahmedabad,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,13,495,Debit Card,18,10,2
IND-2024-108200,HCL Technologies,22-05-2024,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),5,210,Cash / COD,18,25,4
IND-2024-108201,Tata Consumer Products,11-Jun-25,Telangana,Hyderabad,Tier 1,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,8,120,UPI,5,15,6
IND-2024-108202,Zepto Commerce,,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Beverages,Tata Tea Gold 500g,23,320,UPI,5,0,3
IND-2024-108203,Reliance Retail,09-05-2024,Madhya Pradesh,Indore,Tier 2,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,11,380,Credit Card,18,10,7
IND-2024-108204,HCL Technologies,,Rajasthan,Jaipur,Tier 2,Kirana Store,Beverages,Nescafe Classic Instant Coffee 100g,23,₹290.00,Credit Card,18,10,3
IND-2024-108205,ITC Limited,,Maharashtra,Mumbai,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),24,210,Credit Card,18,5,4
IND-2024-108206,Bajaj Finserv B2B,29-Oct-25,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,22,₹140.00,Net Banking,5,15,2
IND-2024-108207,Infosys Limited,02-06-2025,Delhi NCR,New Delhi,Tier 1,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,5,120,Cash / COD,5,20,3
IND-2024-108208,Reliance Retail,,Delhi NCR,New Delhi,Tier 1,Hypermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,24,495,Credit Card,18,0,1
IND-2024-108209,Tech Mahindra,07-11-2024,Tamil Nadu,Chennai,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,18,275,UPI,0,10,5
IND-2024-108210,Flipkart India,,Karnataka,Bengaluru,Tier 1,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,24,380,Debit Card,18,0,6
IND-2024-108211,Zepto Commerce,06-Feb-25,Bihar,Patna,Tier 3,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,1,120,Cash / COD,5,0,7
IND-2024-108212,Avenue Supermarts (DMart),07-12-2024,Telangana,Hyderabad,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,2,₹275.00,Debit Card,0,20,6
IND-2024-108213,Adani Enterprises,,Gujarat,Ahmedabad,Tier 2,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,16,155,Debit Card,18,25,1
IND-2024-108214,Zomato Enterprise,24-01-2025,Gujarat,Ahmedabad,Tier 2,Kirana Store,Beverages,Tata Tea Gold 500g,23,₹320.00,Net Banking,5,25,3
IND-2024-108215,Swiggy Instamart,01-09-2024,Gujarat,Ahmedabad,Tier 2,Supermarket,Packaged Food,Maggi 2-Min Noodles 420g,9,120,Net Banking,5,25,5
IND-2024-108216,Flipkart India,27-04-2025,Bihar,Patna,Tier 3,Hypermarket,Packaged Food,Parle-G Gold Biscuits 1kg,19,140,Credit Card,5,15,6
IND-2024-108217,Reliance Jio Infocomm,19-06-2025,Rajasthan,Jaipur,Tier 2,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,24,₹120.00,Net Banking,5,15,2
IND-2024-108218,Mahindra & Mahindra,23-Jul-25,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),14,210,Cash / COD,18,5,6
IND-2024-108219,Tech Mahindra,04-Aug-24,Tamil Nadu,Chennai,Tier 1,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,25,290,Debit Card,18,5,3
IND-2024-108220,Bajaj Finserv B2B,03-03-2025,Gujarat,Ahmedabad,Tier 2,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,9,₹290.00,Debit Card,18,10,6
IND-2024-108221,Tata Consumer Products,29-11-2024,Delhi NCR,New Delhi,Tier 1,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,3,380,Credit Card,18,10,6
IND-2024-108222,Infosys Limited,11-Oct-24,Maharashtra,Mumbai,Tier 1,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,16,155,UPI,18,10,2
IND-2024-108223,Reliance Retail,06-12-2024,Madhya Pradesh,Indore,Tier 2,Quick-Commerce Hub,Dairy & Staples,Amul Pasteurized Butter 500g,10,275,Credit Card,0,25,6
IND-2024-108224,Tech Mahindra,09-Sep-24,Maharashtra,Mumbai,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),4,₹210.00,Credit Card,18,0,7
IND-2024-108225,ITC Limited,14-04-2025,Delhi NCR,New Delhi,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),18,₹210.00,Credit Card,18,0,2
IND-2024-108226,Swiggy Instamart,,Uttar Pradesh,Lucknow,Tier 2,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),5,210,Cash / COD,18,20,7
IND-2024-108227,Bajaj Finserv B2B,,Madhya Pradesh,Indore,Tier 2,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,19,₹380.00,Net Banking,18,5,7
IND-2024-108228,Flipkart India,26-May-24,Madhya Pradesh,Indore,Tier 2,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,12,155,UPI,18,0,7
IND-2024-108229,Swiggy Instamart,16-01-2024,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,11,140,UPI,5,5,6
IND-2024-108230,Adani Enterprises,,Gujarat,Ahmedabad,Tier 2,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,16,290,,18,5,2
IND-2024-108231,Adani Enterprises,28-Jan-24,Bihar,Patna,Tier 3,Supermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,6,440,Net Banking,0,10,4
IND-2024-108232,Godrej Consumer Products,17-01-2025,Delhi NCR,New Delhi,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),8,210,Net Banking,18,20,4
IND-2024-108233,Tech Mahindra,04-12-2024,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,15,140,Net Banking,5,0,3
IND-2024-108234,Reliance Retail,06-09-2025,Tamil Nadu,Chennai,Tier 1,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,1,495,UPI,18,20,6
IND-2024-108235,Zomato Enterprise,18-Sep-24,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,-8,₹440.00,Cash / COD,0,0,3
IND-2024-108236,Infosys Limited,12-11-2025,Tamil Nadu,Chennai,Tier 1,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,6,275,UPI,0,20,4
IND-2024-108237,Reliance Retail,,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,13,₹495.00,UPI,18,20,3
IND-2024-108238,Flipkart India,05-11-2025,Karnataka,Bengaluru,Tier 1,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,9,120,UPI,5,0,4
IND-2024-108239,Godrej Consumer Products,25-05-2024,Rajasthan,Jaipur,Tier 2,Hypermarket,Packaged Food,Parle-G Gold Biscuits 1kg,24,₹140.00,Cash / COD,5,15,6
IND-2024-108240,Reliance Retail,15-10-2024,Karnataka,Bengaluru,Tier 1,quick-commerce hub,Household Supplies,Surf Excel Easy Wash Detergent 2kg,6,380,Debit Card,18,0,3
IND-2024-108241,Bajaj Finserv B2B,18-11-2025,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,16,290,Net Banking,18,0,1
IND-2024-108242,Tata Consumer Products,01-06-2024,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,24,440,Debit Card,0,0,5
IND-2024-108243,Bharti Airtel,25-03-2024,Bihar,Patna,Tier 3,Supermarket,Packaged Food,Parle-G Gold Biscuits 1kg,12,140,UPI,5,25,5
IND-2024-108244,Infosys Limited,24-Nov-24,Bihar,Patna,Tier 3,Kirana Store,Dairy & Staples,Amul Pasteurized Butter 500g,3,275,Cash / COD,0,20,6
IND-2024-108245,Flipkart India,26-05-2024,Maharashtra,Mumbai,Tier 1,Hypermarket,Packaged Food,Parle-G Gold Biscuits 1kg,6,140,Net Banking,5,25,3
IND-2024-108246,Mahindra & Mahindra,30-03-2024,Madhya Pradesh,Indore,Tier 2,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,19,,UPI,18,20,6
IND-2024-108247,Tata Consumer Products,21-07-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,17,380,Net Banking,18,15,7
IND-2024-108248,Mahindra & Mahindra,21-04-2025,Madhya Pradesh,Indore,Tier 2,Hypermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,18,₹495.00,Debit Card,18,0,4
IND-2024-108249,Godrej Consumer Products,10-Jul-25,Bihar,Patna,Tier 3,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,6,495,Debit Card,18,20,7
IND-2024-108250,Mahindra & Mahindra,25-04-2025,Rajasthan,Jaipur,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,15,495,Debit Card,18,5,1
IND-2024-108251,Tata Consumer Products,16-08-2025,Delhi NCR,New Delhi,Tier 1,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,6,140,Cash / COD,5,20,4
IND-2024-108252,Tata Consumer Products,07-09-2024,Gujarat,Ahmedabad,Tier 2,kirana store,Household Supplies,Vim Dishwash Liquid Gel 750ml,16,155,Debit Card,18,20,3
IND-2024-108253,Titan Company,11-Jul-24,Uttar Pradesh,Lucknow,Tier 2,Supermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,7,380,Cash / COD,18,25,7
IND-2024-108254,Reliance Jio Infocomm,05-Jan-25,Tamil Nadu,Chennai,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),20,210,Cash / COD,18,10,1
IND-2024-108255,Zepto Commerce,24-09-2025,Maharashtra,Mumbai,Tier 1,Supermarket,Packaged Food,Maggi 2-Min Noodles 420g,21,120,Net Banking,5,20,4
IND-2024-108256,Tata Consultancy Services,21-08-2024,Tamil Nadu,Chennai,Tier 1,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,21,155,Credit Card,18,0,4
IND-2024-108257,Godrej Consumer Products,,Gujarat,Ahmedabad,Tier 2,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,12,380,Credit Card,18,5,5
IND-2024-108258,Tata Consultancy Services,16-Jun-24,Rajasthan,Jaipur,Tier 2,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,13,290,Net Banking,18,10,1
IND-2024-108259,ITC Limited,01-12-2025,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Household Supplies,Surf Excel Easy Wash Detergent 2kg,12,380,Net Banking,18,0,3
IND-2024-108260,Swiggy Instamart,06-02-2024,Maharashtra,Mumbai,Tier 1,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,13,290,Debit Card,18,20,4
IND-2024-108261,Swiggy Instamart,18-08-2025,Madhya Pradesh,Indore,Tier 2,Quick-Commerce Hub,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,13,495,Credit Card,18,5,3
IND-2024-108262,Reliance Retail,,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,14,120,Credit Card,5,5,1
IND-2024-108263,Titan Company,13-Jul-25,Delhi NCR,New Delhi,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),20,210,UPI,18,0,5
IND-2024-108264,Wipro Enterprise,,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Beverages,Tata Tea Gold 500g,22,320,Net Banking,5,15,1
